
Date,Amount,Category,Subcategory,Payment Method,Description,Ref/Check No,Payee/Payer,Status,Receipt Picture,Account,Tag,Tax,Quantity,Unit,Split Total,Row Id,Type Id
11-08-2020,-6290,Young collection,Dress supplies,,,,Young collection,Buy,,SBI SALARY Account,,,1,PCS,,233,
11-08-2020,-84.00,Groceries,vegetables and fruits,,,,shiv shakti super store,cleared,,SBI SALARY Account,,,1,PCS,,234,
11-08-2020,-40,Household,Consumables,,,,disposables dish,cleared,,SBI SALARY Account,,,1,PCS,,235,
11-08-2020,-26,Groceries,milk and dairy products,,butter milk,,shiv shakti super store,cleared,,SBI SALARY Account,,,1,PCS,,236,
11-08-2020,-16980.00,Equity Cash Market,,,,,Alkem,cleared,,Zerodha,,,1,PCS,,238,
11-08-2020,-16680.00,Equity Cash Market,,,,,transpek,cleared,,Zerodha,,,1,PCS,,239,
11-08-2020,-59.27,Equity Cash Market,Tax over equity,,,,Alkem  transpek,cleared,,Zerodha,,,1,PCS,,255,
12-08-2020,-10.07,Utilities,Telephone,,,,Vodafone,cleared,,RBL Bank titanium delight card,Rakesh,,1,PCS,,241,
12-08-2020,-420,Automobile,CNG,,,,Gujarat gas cng,cleared,,My Cash,,,1,PCS,,243,
12-08-2020,-60,Young collection,Stationery,,,,Young collection,cleared,,My Cash,,,1,PCS,,244,
12-08-2020,240,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,245,
13-08-2020,-100,Personal,Personal Care,,,,hair band,cleared,,My Cash,Krishna,,1,PCS,,249,
13-08-2020,-40,Personal,Personal Care,,,,whisper,cleared,,My Cash,Krishna,,1,PCS,,250,
13-08-2020,6000,Income,Equities,,,,Ashok Leyland,cleared,,Zerodha,,,1,PCS,,246,
13-08-2020,-6.2,Equity Cash Market,Tax over equity,,,,Ashok Leyland,cleared,,Zerodha,,,1,PCS,,252,
13-08-2020,-15.93,Equity Cash Market,DP Charges for Sale,,,,Ashok Leyland,cleared,,Zerodha,,,1,PCS,,254,
13-08-2020,-550,Young collection,Other,,anjani courier,,Young collection,cleared,,My Cash,,,1,PCS,,247,
13-08-2020,-340,Young collection,Office Supply,,sticker roll  sticker paster  notice plates,,Young collection,cleared,,My Cash,,,1,PCS,,248,
14-08-2020,10600,Income,Young collection,,,,Young collection,Sale,,SBI SALARY Account,Young collection sale,,1,PCS,,261,
14-08-2020,-100,adjustments,adjustments,,,,adjustments,cleared,,My Cash,,,1,PCS,,251,
14-08-2020,-54.52,Loans,GST,,,,carrier ac,clear,,HDFC FREEDOM Card,,,1,PCS,,714,
14-08-2020,-27371,Home Loan,Home Equity,,,,anand avenue,,,SBI SALARY Account,,,1,PCS,,266,
14-08-2020,1,Income,Young collection,,,,Young collection,Sale,,SBI SALARY Account,Young collection sale,,1,PCS,,269,
14-08-2020,10,Income,Promotonal,,,,cred,cleared,,RBL Bank titanium delight card,,,1,PCS,,258,
14-08-2020,-9.07,Account Transfer,,Cash,Transfer:14-08-2020 18:21:01,,RBL Bank titanium delight card,unclear,,SBI SALARY Account,,,,,,256,
14-08-2020,9.07,Income,Account Transfer,Cash,Transfer:14-08-2020 18:21:01,,SBI SALARY Account,unclear,,RBL Bank titanium delight card,,,,,,257,
14-08-2020,-1377.56,Loans,Appliance,,,,carrier ac principal,cleared,,HDFC FREEDOM Card,,,1,PCS,,275,
14-08-2020,-302.90,Loans,Appliance,,,,carrier ac interest,cleared,,HDFC FREEDOM Card,,,1,PCS,,276,
14-08-2020,870,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,259,
14-08-2020,-775,Young collection,Dress supplies,,,,Young collection,Buy,,My Cash,,,1,PCS,,260,
14-08-2020,-95,Lend,lend,,,,Krishna,cleared,,My Cash,,,1,PCS,,262,
15-08-2020,-2600,Automobile,Maintenance,,98000 kms,,alto oil  ac belt ,cleared,,My Cash,Alto,,1,PCS,,265,
15-08-2020,-10000.0,Account Transfer,,Cash,Transfer:15-08-2020 15:52:26,,My Cash,unclear,,SBI SALARY Account,,,,,,267,
15-08-2020,10000,Income,Account Transfer,Cash,Transfer:15-08-2020 15:52:26,,SBI SALARY Account,unclear,,My Cash,,,,,,268,
15-08-2020,-200,miscellaneous,miscellaneous,Cash,account opening,,Zerodha,cleared,,SBI218,,,1,PCS,,270,
15-08-2020,1,Income,,Cash,account opening,,Zerodha,cleared,,SBI218,,,1,PCS,,271,
15-08-2020,-140,Entertainment,Toys,,,,toys,cleared,,My Cash,,,1,PCS,,272,
15-08-2020,-300,Groceries,vegetables and fruits,,,,vegetables,cleared,,My Cash,,,1,PCS,,277,
15-08-2020,-200,Groceries,vegetables and fruits,,,,fruits,cleared,,My Cash,,,1,PCS,,278,
15-08-2020,-40,Groceries,કર્યાણું,,,,milk powder,unclear,,My Cash,,,1,PCS,,279,
15-08-2020,400,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,281,
15-08-2020,-2900,Young collection,Dress supplies,,,,Young collection,Buy,,My Cash,,,1,PCS,,282,
15-08-2020,-3120,Groceries,milk and dairy products,,,,milk mam,cleared,,My Cash,,,1,PCS,,283,
15-08-2020,-3500,Young collection,Rent,,,,Young collection,cleared,,My Cash,,,1,PCS,,286,
15-08-2020,500,Lend,lend,,for dresses,,Krishna,cleared,,My Cash,,,1,PCS,,287,
15-08-2020,3500,Lend,lend,,for rent,,Krishna,cleared,,My Cash,,,1,PCS,,288,
15-08-2020,-2080,Lend,lend,,,,Krishna,cleared,,My Cash,,,1,PCS,,289,
15-08-2020,-770,Groceries,કર્યાણું,,,,bhagirath General store,cleared,,Tata Star Titanium Sbi Card,,,1,PCS,,290,
16-08-2020,-120,Utilities,Telephone,,,,Vodafone,cleared,,Tata Star Titanium Sbi Card,Krishna,,1,PCS,,291,
16-08-2020,-1709,Utilities,Electric,,,,GEB,cleared,2020-08-16-10-45-00-764.jpg,Tata Star Titanium Sbi Card,,,1,PCS,,292,
16-08-2020,-373,Lend,lend,,,,Krishna,cleared,,Tata Star Titanium Sbi Card,,,1,PCS,,293,
17-08-2020,-30,Household,Appliance,,,,lighter,cleared,,My Cash,,,1,PCS,,294,
17-08-2020,-30,Out Side Food,Snack,,,,શીંગ દાણા,cleared,,My Cash,,,1,PCS,,295,
17-08-2020,-1700,Young collection,Dress supplies,,shyam darshan માંથી લીધા,,Young collection,Buy,,My Cash,,,1,PCS,,296,
17-08-2020,-70,Household,Home Maintenance,,,,blender repair,cleared,,My Cash,,,1,PCS,,297,
17-08-2020,1200,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,298,
17-08-2020,-1500,Young collection,Dress supplies,,rupal પાસે થી લીધા,,Young collection,Buy,,My Cash,,,1,PCS,,299,
17-08-2020,300,Lend,lend,,,,Krishna,cleared,,My Cash,,,1,PCS,,300,
17-08-2020,-240,Lend,lend,,via paytm,,Krishna,cleared,,PayTM,,,1,PCS,,301,
17-08-2020,-240.0,Account Transfer,,Cash,Transfer:for Krishna ચણિયા ચોળી payment,,PayTM,unclear,,Tata Star Titanium Sbi Card,,,,,,302,
17-08-2020,240,Income,Account Transfer,Cash,Transfer:for Krishna ચણિયા ચોળી payment,,Tata Star Titanium Sbi Card,unclear,,PayTM,,,,,,303,
18-08-2020,152,Income,Dividend,,,,Hindustan Unilever,unclear,,SBI SALARY Account,,,1,PCS,,304,
18-08-2020,2900,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,306,
19-08-2020,-333.30,Automobile,Petrol,,33071.1,,jupiter petrol,cleared,,Citi Rewards Card,,,1,PCS,,307,
19-08-2020,-7432.24,Account Transfer,,Cash,Transfer:19-08-2020 11:26:04,,SBI SALARY Account,unclear,,Zerodha,,,,,,308,
19-08-2020,7432.24,Income,Account Transfer,Cash,Transfer:19-08-2020 11:26:04,,Zerodha,unclear,,SBI SALARY Account,,,,,,309,
19-08-2020,200000,Income,Borrowed,,,,maxgain gain,clear,,SBI218,,,1,PCS,,545,
19-08-2020,-7432.24,Account Transfer,,Cash,Transfer:19-08-2020 15:15:10,,Zerodha 2,unclear,,SBI218,,,,,,310,
19-08-2020,7432.24,Income,Account Transfer,Cash,Transfer:19-08-2020 15:15:10,,SBI218,unclear,,Zerodha 2,,,,,,311,
19-08-2020,-156,Child Education,Stationary,,,,note book,cleared,,My Cash,,,1,PCS,,305,
19-08-2020,5000,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,312,
20-08-2020,3.89,Income,Fuel surcharge waiver,,,,jupiter petrol,cleared,,Citi Rewards Card,jupiter,,1,PCS,,401,
20-08-2020,-8.26,Equity Cash Market,Tax over equity,Cash,,,oil,cleared,,Zerodha 2,,,1,PCS,,476,
20-08-2020,2380,Lend,lend,,,,Krishna,cleared,,My Cash,,,1,PCS,,313,
20-08-2020,-7380,Young collection,Dress supplies,,,,Young collection,Buy,2020-08-20-19-04-00-972.jpg,My Cash,,,1,PCS,,314,
20-08-2020,200,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,315,
21-08-2020,5100,Lend,lend,,,,Krishna,cleared,,My Cash,,,1,PCS,,322,
21-08-2020,4000,Income,,,,,sbi account closure,cleared,,My Cash,,,1,PCS,,323,
21-08-2020,-180,Out Side Food,Snack,,,,center point fast foot,cleared,,My Cash,,,1,PCS,,316,
21-08-2020,-1050,Young collection,Dress supplies,,kurti,,Young collection,Buy,,My Cash,,,1,PCS,,317,
21-08-2020,-1030,Personal,Gift,,,,clothes,cleared,,My Cash,,,1,PCS,,318,
21-08-2020,-280,Out Side Food,Restaurant,,,,panjabi sabji,cleared,,My Cash,,,1,PCS,,319,
21-08-2020,-20,Groceries,vegetables and fruits,,onion,,vegetables,cleared,,My Cash,,,1,PCS,,320,
21-08-2020,-9170,Young collection,Dress supplies,,,,Young collection,Buy,,My Cash,young collection buy,,1,PCS,,321,
21-08-2020,-2,Lend,lend,,,,Krishna,cleared,,My Cash,,,1,PCS,,324,
22-08-2020,-566,Groceries,milk and dairy products,,ghee,,Amul parlour,cleared,,My Cash,,,1,PCS,,325,
22-08-2020,-45,Groceries,કર્યાણું,,,,flour mil,cleared,,My Cash,,,1,PCS,,326,
22-08-2020,2070,Lend,lend,,,,Krishna,cleared,,My Cash,,,1,PCS,,327,
22-08-2020,-1400,Household,Home Maintenance,,,,RO WATER PUMP,cleared,,My Cash,,,1,PCS,,328,
22-08-2020,3620,Lend,lend,,,,Krishna,cleared,,My Cash,,,1,PCS,,330,
22-08-2020,-3620,Young collection,Dress supplies,,,,Young collection,Buy,,My Cash,young collection buy,,1,PCS,,329,
22-08-2020,3550,Income,Young collection,,,,Young collection,Sale,,My Cash,Young collection sale,,1,PCS,,331,
23-08-2020,63,Income,Initial Balance,,Initial Balance,,,Cleared,,Bigbasket,,,,,,332,
23-08-2020,-1133.0,Account Transfer,,Cash,Transfer:for bigbasket order,,Freecharge,cleared,,Tata Star Titanium Sbi Card,,,,,,333,
23-08-2020,1133,Income,Account Transfer,Cash,Transfer:for bigbasket order,,Tata Star Titanium Sbi Card,cleared,,Freecharge,,,,,,334,
23-08-2020,-1143.0,Account Transfer,,Cash,Transfer:23-08-2020 08:11:08,,bigbasket,unclear,,Freecharge,,,,,,337,
23-08-2020,1143,Income,Account Transfer,Cash,Transfer:23-08-2020 08:11:08,,Freecharge,unclear,,Bigbasket,,,,,,338,
23-08-2020,100,Income,Cashback,Cash,on 1263 order,,bigbasket,cleared,,Freecharge,,,1,PCS,,339,
23-08-2020,-1217,Groceries,online store,,,,vegetables  snacks  Grocery,cleared,,Bigbasket,,,1,PCS,,340,
23-08-2020,-90,Groceries,milk and dairy products,,,,shiv shakti super store,cleared,,SBI SALARY Account,,,1,PCS,,341,
23-08-2020,-1000,Young collection,Dress supplies,,,,Young collection,Buy,,My Cash,young collection buy,,1,PCS,,342,
23-08-2020,-1750,Personal,Clothing,,,,fashion fashion,cleared,,Tata Star Titanium Sbi Card,Nisarg,,1,PCS,,353,
23-08-2020,-180,Groceries,કર્યાણું,,કાજુ,,shiv shakti super store,unclear,,SBI SALARY Account,,,1,PCS,,343,
23-08-2020,100,Income,Cashback,Cash,bbstar cashback,,bigbasket,cleared,,Bigbasket,,,1,PCS,,344,
24-08-2020,-505,Automobile,Petrol,,,,alto petrol,cleared,,Citi Rewards Card,Alto,,1,PCS,,400,
24-08-2020,5.89,Income,Fuel surcharge waiver,,,,alto petrol,cleared,,Citi Rewards Card,Alto,,1,PCS,,402,
24-08-2020,-20,miscellaneous,miscellaneous,,,,xerox,cleared,,My Cash,,,1,PCS,,345,
24-08-2020,-200,Personal,Clothing,,,,fashion fashion,cleared,,Tata Star Titanium Sbi Card,Nisarg,,1,PCS,,354,
24-08-2020,-1900,Personal,Clothing,,,,ketal kapad kendra,cleared,,Tata Star Titanium Sbi Card,Rakesh,,1,PCS,,355,
24-08-2020,-100,Personal,Gift,,,,ગણપતિ,cleared,,My Cash,,,1,PCS,,347,
24-08-2020,1430,Income,Young collection,Cash,,,dress sale,Sale,,Youngs beautic,Young collection sale,,1,PCS,,349,
24-08-2020,-280,Young collection,Office Supply,Cash,,,dummy,cleared,,Youngs beautic,,,1,PCS,,350,
24-08-2020,-40,Young collection,Office Supply,Cash,,,no exchange,cleared,,Youngs beautic,,,1,PCS,,351,
24-08-2020,-80,Young collection,Office Supply,Cash,,,hanging hook,cleared,,Youngs beautic,,,1,PCS,,352,
26-08-2020,2400,Income,Initial Balance,,Initial Balance,,,Cleared,,Krishna Cash,,,,,,386,
26-08-2020,-420,Lend,lend,,,,Rasik mama,cleared,,SBI SALARY Account,,,1,PCS,,366,
26-08-2020,-20,Out Side Food,Snack,,,,રસવાળા ખમણ,cleared,,My Cash,,,1,PCS,,356,
26-08-2020,-30,Out Side Food,Snack,,,,coco,cleared,,My Cash,,,1,PCS,,357,
26-08-2020,-74,Groceries,milk and dairy products,,,,milk,cleared,,SBI SALARY Account,,,1,PCS,,367,
26-08-2020,-46,Groceries,milk and dairy products,,,,milk,cleared,,My Cash,,,1,PCS,,358,
26-08-2020,-50,Utilities,Cable TV,,,,tatasky,cleared,,SBI SALARY Account,,,1,PCS,,368,
26-08-2020,-410,Household,Consumables,,,,dish wash phenyl,cleared,,My Cash,,,1,PCS,,359,
26-08-2020,1050,Income,Young collection,Cash,,,Young collection,Sale,2020-08-26-20-49-00-445.jpg,Youngs beautic,Young collection sale,,1,PCS,,360,
26-08-2020,-1040.0,Account Transfer,,Cash,Transfer:Young beautic profit,,My Cash,cleared,,Youngs beautic,,,,,,361,
26-08-2020,1040,Income,Account Transfer,Cash,Transfer:Young beautic profit,,Youngs beautic,cleared,,My Cash,,,,,,362,
26-08-2020,-1040.0,Account Transfer,,Cash,Transfer:Young beautic profit,,Krishna Cash,unclear,,Youngs beautic,,,,,,363,
26-08-2020,1040,Income,Account Transfer,Cash,Transfer:Young beautic profit,,Youngs beautic,unclear,,Krishna Cash,,,,,,364,
26-08-2020,-1857.0,Account Transfer,,Cash,Transfer:for 50 % partner,,My Cash,unclear,,Krishna Cash,,,,,,387,
27-08-2020,2544,Income,Initial Balance,,Initial Balance,,,Cleared,,AMAZON PAY,,,,,,369,
27-08-2020,50,Income,Cashback,,,,tata sky,cleared,,AMAZON PAY,,,1,PCS,,370,
27-08-2020,7580.00,Income,Young collection,Cash,,,Young collection,Sale,2020-08-27-11-48-00-298.jpg,SBI218,Young collection sale,,1,PCS,,371,
27-08-2020,420,Lend,lend,,,,Rasik mama,cleared,,SBI218,,,1,PCS,,372,
27-08-2020,-423,Automobile,CNG,,,,Gujarat gas cng,cleared,,My Cash,,,1,PCS,,373,
27-08-2020,12,Income,Cashback,Cash,,,Vodafone,cleared,,Payzapp,,,1,PCS,,408,
27-08-2020,13.6,Income,Cashback,,,,Vodafone,cleared,,Payzapp,,,1,PCS,,409,
27-08-2020,12,Income,Cashback,Cash,,,Vodafone,cleared,,Payzapp,,,1,PCS,,410,
27-08-2020,18.65,Income,Cashback,Cash,,,geb,cleared,,Payzapp,,,1,PCS,,411,
27-08-2020,85.45,Income,Cashback,Cash,,,geb,cleared,,Payzapp,,,1,PCS,,412,
27-08-2020,0.06,adjustments,adjustments,,,,adjustments,cleared,,Tata Star Titanium Sbi Card,,,1,PCS,,414,
27-08-2020,-80.00,adjustments,adjustments,,,,adjustments,cleared,,My Cash,,,1,PCS,,377,
27-08-2020,-1000.0,Account Transfer,,Cash,Transfer:27-08-2020 18:29:05,,SBI SALARY Account,unclear,,Motilal oswal,,,,,,375,
27-08-2020,1000,Income,Account Transfer,Cash,Transfer:27-08-2020 18:29:05,,Motilal oswal,unclear,,SBI SALARY Account,,,,,,376,
27-08-2020,1050,Income,Young collection,Cash,,,Young collection,Sale,,Youngs beautic,Young collection sale,,1,PCS,,378,
27-08-2020,-750,Young collection,Dress supplies,,,,Young collection,Buy,2020-08-27-20-26-00-910.jpg,Youngs beautic,,,1,PCS,,379,
27-08-2020,-150.0,Account Transfer,,Cash,Transfer:50 % of 300,,Krishna Cash,unclear,,Youngs beautic,,,,,,380,
27-08-2020,150,Income,Account Transfer,Cash,Transfer:50 % of 300,,Youngs beautic,unclear,,Krishna Cash,,,,,,381,
27-08-2020,-150.0,Account Transfer,,Cash,Transfer:50 % of 300 27-08-2020 20:27:50,,My Cash,unclear,,Youngs beautic,,,,,,382,
27-08-2020,150,Income,Account Transfer,Cash,Transfer:50 % of 300 27-08-2020 20:27:50,,Youngs beautic,unclear,,My Cash,,,,,,383,
27-08-2020,3775,Income,Account Transfer,Cash,Transfer:50 % of 7550 મામ્મી ના માલ ના,,My Cash,unclear,,Krishna Cash,,,,,,385,
27-08-2020,1857,Income,Account Transfer,Cash,Transfer:for 50 % partner,,Krishna Cash,unclear,,My Cash,,,,,,388,
27-08-2020,-3775.0,Account Transfer,,Cash,Transfer:50 % of 7550 મામ્મી ના માલ ના,,Krishna Cash,unclear,,My Cash,,,,,,384,
28-08-2020,2.33,Income,Fuel surcharge waiver,,,,jupiter petrol,clear,,SBI SALARY Account,,,1,PCS,,763,
28-08-2020,1,Income,Cashback,,,,jiomart merchant,clear,,SBI218,,,1,PCS,,541,
28-08-2020,-20000.0,Account Transfer,,Cash,Transfer:11-09-2020 14:37:59,,Zerodha 2,clear,,SBI218,,,,,,546,
28-08-2020,20000,Income,Account Transfer,Cash,Transfer:11-09-2020 14:37:59,,SBI218,clear,,Zerodha 2,,,,,,547,
28-08-2020,-12.35,Equity Cash Market,Tax over equity,Cash,,,bharatforg,cleared,,Zerodha 2,,,1,PCS,,479,
28-08-2020,-117,Groceries,milk and dairy products,,,,,unclear,,SBI SALARY Account,,,1,PCS,,389,
28-08-2020,-140,Out Side Food,Snack,,,,ખાખરાં,cleared,,My Cash,,,1,PCS,,390,
28-08-2020,800,Income,,,,,Young collection,Sale,,Youngs beautic,,,1,PCS,,391,
28-08-2020,-400.0,Account Transfer,,Cash,Transfer:50 % 800,,Krishna Cash,unclear,,Youngs beautic,,,,,,394,
28-08-2020,400,Income,Account Transfer,Cash,Transfer:50 % 800,,Youngs beautic,unclear,,Krishna Cash,,,,,,395,
28-08-2020,-400.0,Account Transfer,,Cash,Transfer:50 % of 800,,My Cash,unclear,,Youngs beautic,,,,,,392,
28-08-2020,400,Income,Account Transfer,Cash,Transfer:50 % of 800,,Youngs beautic,unclear,,My Cash,,,,,,393,
28-08-2020,-1731.0,Account Transfer,,Cash,Transfer:28-08-2020 21:26:42,,HDFC FREEDOM Card,unclear,,SBI SALARY Account,,,,,,396,
28-08-2020,1731,Income,Account Transfer,Cash,Transfer:28-08-2020 21:26:42,,SBI SALARY Account,unclear,,HDFC FREEDOM Card,,,,,,397,
28-08-2020,7,Income,Promotonal,,,,cred,cleared,,HDFC FREEDOM Card,,,1,PCS,,398,
29-08-2020,-72,Groceries,milk and dairy products,,,,milk,cleared,,SBI SALARY Account,,,1,PCS,,407,
29-08-2020,-1822,Utilities,Electric,,,,Gujarat gas,cleared,,Tata Star Titanium Sbi Card,Home,,1,PCS,,413,
31-08-2020,1070,Income,Account Transfer,Cash,50 % contribution of 2140(1800+340),,Krishna Cash,cleared,,Youngs beautic,,,,,,425,
31-08-2020,-1070.0,Account Transfer,,Cash,Transfer:01-09-2020 14:01:26,,Youngs beautic,cleared,,Krishna Cash,,,,,,424,
31-08-2020,1070,Income,Account Transfer,Cash,Transfer:50 % contribution of 2140(1800+340),,My Cash,cleared,,Youngs beautic,,,,,,447,
31-08-2020,-200,Automobile,Petrol,,,,jupiter petrol,cleared,,My Cash,,,1,PCS,,415,
31-08-2020,-1800,Young collection,Dress supplies,,,,Young collection,Buy,,Youngs beautic,,,1,PCS,,416,
31-08-2020,-340,Young collection,Office Supply,,,,all @ 20,cleared,,Youngs beautic,,,1,PCS,,417,
31-08-2020,-320,Household,Miscellaneous Household Items,,containers  brooms  knife  chilli cutter,,all @ 20,cleared,,My Cash,,,1,PCS,,418,
31-08-2020,-50,Personal,Personal Care,,,,hair cut,cleared,,My Cash,Rakesh,,1,PCS,,419,
31-08-2020,-50,Personal,Personal Care,,,,hair cut,cleared,,My Cash,Nisarg,,1,PCS,,420,
01-09-2020,-200,Personal,Clothing,,,,dupto,cleared,,My Cash,Krishna,,1,PCS,,421,
01-09-2020,-280,Personal,Clothing,,,,pant,cleared,,My Cash,Krishna,,1,PCS,,422,
01-09-2020,-20,Personal,Clothing,,,,labar,cleared,,My Cash,,,1,PCS,,423,
01-09-2020,-10.33,Equity Cash Market,,Cash,,,adani port  apollo hospital,cleared,,Zerodha 2,,,1,PCS,,482,
01-09-2020,830,Income,,,,,Young collection,Sale,,Youngs beautic,,,1,PCS,,426,
01-09-2020,-415.0,Account Transfer,,Cash,Transfer:50 % of 830,,Krishna Cash,cleared,,Youngs beautic,,,,,,427,
01-09-2020,415,Income,Account Transfer,Cash,Transfer:50 % of 830,,Youngs beautic,cleared,,Krishna Cash,,,,,,428,
01-09-2020,-415.0,Account Transfer,,Cash,Transfer:50 % of 830 01-09-2020 18:23:50,,My Cash,cleared,,Youngs beautic,,,,,,429,
01-09-2020,415,Income,Account Transfer,Cash,Transfer:50 % of 830 01-09-2020 18:23:50,,Youngs beautic,cleared,,My Cash,,,,,,430,
01-09-2020,-70,Household,Home Maintenance,,,,mobile holder,cleared,,SBI SALARY Account,,,1,PCS,,431,
02-09-2020,135,Income,Initial Balance,,Initial Balance,,,Cleared,,axis fastag,,,,,,432,
02-09-2020,1685,Income,Account Transfer,Cash,Transfer:50 % 3370 02-09-2020 19:06:10,,Youngs beautic,unclear,,My Cash,,,,,,439,
02-09-2020,-155.0,Account Transfer,,Cash,Transfer:50 % 310 02-09-2020 19:09:17,,Youngs beautic,unclear,,My Cash,,,,,,444,
02-09-2020,-1070.0,Account Transfer,,Cash,Transfer:50 % contribution of 2140(1800+340),,Youngs beautic,cleared,,My Cash,,,,,,446,
02-09-2020,-400.0,Account Transfer,,Cash,Transfer:02-09-2020 11:44:31,,axis fastag,cleared,,Tata Star Titanium Sbi Card,,,,,,433,
02-09-2020,400,Income,Account Transfer,Cash,Transfer:02-09-2020 11:44:31,,Tata Star Titanium Sbi Card,cleared,,axis fastag,,,,,,434,
02-09-2020,-350,Personal,Personal Care,,,,hair cut,cleared,,My Cash,Krishna,,1,PCS,,469,
02-09-2020,-20000.0,Account Transfer,,Cash,Transfer:11-09-2020 14:38:20,,Zerodha 2,clear,,SBI218,,,,,,548,
02-09-2020,20000,Income,Account Transfer,Cash,Transfer:11-09-2020 14:38:20,,SBI218,clear,,Zerodha 2,,,,,,549,
02-09-2020,3370,Income,Young collection,,,,Young collection,Sale,,Youngs beautic,Young collection sale,,1,PCS,,435,
02-09-2020,-1685.0,Account Transfer,,Cash,Transfer:50 % 3370,,Krishna Cash,unclear,,Youngs beautic,,,,,,436,
02-09-2020,1685,Income,Account Transfer,Cash,Transfer:50 % 3370,,Youngs beautic,unclear,,Krishna Cash,,,,,,437,
02-09-2020,-1685.0,Account Transfer,,Cash,Transfer:50 % 3370 02-09-2020 19:06:10,,My Cash,unclear,,Youngs beautic,,,,,,438,
02-09-2020,-120,Groceries,,Cash,,,bread,cleared,,My Cash,,,1,PCS,,440,
02-09-2020,155,Income,Account Transfer,Cash,Transfer:50 % 310 02-09-2020 19:09:17,,My Cash,unclear,,Youngs beautic,,,,,,445,
02-09-2020,-155.0,Account Transfer,,Cash,Transfer:50 % 310,,Youngs beautic,unclear,,Krishna Cash,,,,,,442,
02-09-2020,155,Income,Account Transfer,Cash,Transfer:50 % 310,,Krishna Cash,unclear,,Youngs beautic,,,,,,443,
02-09-2020,222.00,Income,adjustments,Cash,,,adjustments,cleared,,My Cash,,,1,PCS,,448,
02-09-2020,-310,Young collection,Dress supplies,,pant,,Young collection,Buy,,Youngs beautic,,,1,PCS,,441,
03-09-2020,-95,Groceries,,,,,shiv shakti super store,cleared,,SBI SALARY Account,,,1,PCS,,449,
03-09-2020,900,Income,Account Transfer,Cash,50 % of 1800 rupees for Google pay,,Krishna Cash,unclear,,My Cash,,,,,,462,
03-09-2020,-88.50,annual charges,renewal fees,,,,amc,clear,,Zerodha,,,1,PCS,,904,
03-09-2020,-360,Personal,Clothing,,,,under garment,cleared,,My Cash,Rakesh,,1,PCS,,459,
